year,state_name,crop_name,crop_type,cul_cost_c2,main_product_value,by_product_value,derived_yield,opr_cost_hmn_lab_family,opr_cost_hmn_lab_attached,opr_cost_hmn_lab_casual,opr_cost_ani_lab_hired,opr_cost_ani_lab_owned,opr_cost_mch_lab_hired,opr_cost_mch_lab_owned,opr_cost_seed,opr_cost_fertilizer,opr_cost_manure,opr_cost_insecticides
2018-19,Andhra Pradesh,Tur (Arhar),Pulses,40255.56,33426.65,1177.79,7.22,3844.94,0.0,9007.08,1889.4,36.84,2200.03,4592.92,1214.14,1910.54,1363.99,1852.44
2018-19,Bihar,Tur (Arhar),Pulses,37511.7,42133.33,2400.0,10.53,6447.32,0.0,4333.33,0.0,0.0,5000.0,0.0,2133.33,2166.68,0.0,0.0
2018-19,Chhattisgarh,Tur (Arhar),Pulses,25777.16,23032.27,2921.27,5.02,4760.07,0.0,3812.44,898.71,0.0,5799.65,0.0,1764.97,1129.43,0.0,0.0
2018-19,Gujarat,Tur (Arhar),Pulses,49193.26,41355.52,2768.99,7.59,11131.0,97.5,7908.66,329.29,5105.53,4979.45,1254.21,1031.58,982.42,1291.79,1406.23
2018-19,Karnataka,Tur (Arhar),Pulses,40818.6,37937.97,1278.44,7.38,4429.86,45.76,4541.48,2458.03,4246.57,5783.81,417.48,857.31,2697.88,499.83,2475.79
2018-19,Madhya Pradesh,Tur (Arhar),Pulses,39666.05,39189.8,3606.73,9.15,6107.34,49.38,6331.6,273.3,1251.46,4693.28,579.18,2298.82,1806.59,464.65,1314.53
2018-19,Maharashtra,Tur (Arhar),Pulses,70275.67,75008.17,2288.92,15.7,8503.9,104.22,12716.27,2581.37,2359.6,11224.68,432.92,1936.36,3424.9,560.87,5505.07
2018-19,Odisha,Tur (Arhar),Pulses,22556.67,25225.12,697.56,4.83,7532.18,1.39,2297.55,381.75,1605.5,693.18,1.87,905.99,158.28,4.9,49.12
2018-19,Tamil Nadu,Tur (Arhar),Pulses,75075.32,49036.56,698.81,8.51,27577.75,0.0,16404.04,0.0,0.0,4812.54,424.96,2338.11,1117.74,3311.48,394.35
2018-19,Telangana,Tur (Arhar),Pulses,30095.03,12679.9,1446.53,2.45,5803.78,24.64,3849.66,467.41,588.95,3404.34,1724.65,1224.46,2140.61,0.0,2251.21
2018-19,Uttar Pradesh,Tur (Arhar),Pulses,47519.11,47050.99,4090.34,9.52,8154.0,5.26,6676.31,0.0,0.0,4179.76,14.1,2735.83,370.06,36.82,28.82
2018-19,Gujarat,Bajra,Cereals,56728.24,60174.26,21999.1,31.97,8930.09,13.97,9965.56,548.61,459.44,4969.83,1269.22,2310.36,3269.08,1112.01,301.06
2018-19,Haryana,Bajra,Cereals,40174.83,28296.32,5400.39,18.02,8726.17,5.3,3232.46,0.0,20.73,5351.73,1884.89,1208.53,1881.83,0.0,144.07
2018-19,Maharashtra,Bajra,Cereals,61012.12,54375.06,7109.45,24.83,5169.75,98.64,14802.14,390.66,1848.89,10365.76,1274.51,1236.36,2206.13,4032.71,0.0
2018-19,Rajasthan,Bajra,Cereals,32002.36,15535.32,14840.39,11.0,14759.46,63.66,2937.85,0.9,3.72,4024.9,417.37,1077.1,957.48,382.31,24.65
2018-19,Uttar Pradesh,Bajra,Cereals,44128.04,36217.83,9240.2,27.0,8074.0,0.0,7586.39,0.0,13.8,6319.21,218.79,1373.47,1297.79,288.45,70.41
2018-19,Andhra Pradesh,Cotton,Fiber Crops,75749.93,81871.74,0.0,14.1,3166.56,82.26,14609.67,2997.94,1678.89,4775.04,302.54,5333.28,4176.88,14.57,4525.48
2018-19,Gujarat,Cotton,Fiber Crops,75186.24,83208.62,1523.01,14.92,9083.63,32.45,16335.49,793.61,1374.22,4562.99,2531.91,2941.09,4925.16,4414.21,2464.84
2018-19,Haryana,Cotton,Fiber Crops,74082.76,77023.39,3760.5,14.39,15535.36,110.18,8324.89,9.59,138.85,2841.32,4129.08,3643.89,3452.07,0.2,2136.59
2018-19,Karnataka,Cotton,Fiber Crops,58811.37,64455.28,1198.67,11.74,6788.62,0.0,11607.71,1509.81,3916.69,3527.98,1476.4,3340.9,3744.04,276.4,1986.17
2018-19,Madhya Pradesh,Cotton,Fiber Crops,91735.63,96419.71,4375.51,20.01,14506.03,591.91,18493.66,969.85,3920.61,4584.4,528.68,2097.7,5428.29,2335.2,4327.02
2018-19,Maharashtra,Cotton,Fiber Crops,84742.52,85937.16,1192.21,15.77,10497.06,615.99,15897.22,2662.27,7460.93,4895.84,1171.89,2926.82,7055.53,1520.65,3063.82
2018-19,Odisha,Cotton,Fiber Crops,70529.88,65437.83,0.0,13.04,15262.44,98.12,17573.15,484.46,863.43,3344.22,223.42,2607.84,7805.01,1666.4,1753.23
2018-19,Punjab,Cotton,Fiber Crops,98076.46,129194.38,4887.34,24.26,7210.85,1991.99,18118.78,0.0,54.97,1607.19,6951.6,5623.87,3948.29,65.29,6220.78
2018-19,Rajasthan,Cotton,Fiber Crops,83719.54,103410.89,5925.93,17.1,25019.38,353.56,7911.33,180.06,461.3,2682.35,3613.45,5270.04,3371.94,3785.02,2972.08
2018-19,Tamil Nadu,Cotton,Fiber Crops,113334.47,98996.09,650.45,17.76,23254.94,0.0,35550.46,0.0,0.0,7716.74,1606.38,3631.78,6465.51,3947.78,1714.1
2018-19,Telangana,Cotton,Fiber Crops,87456.91,78324.58,0.0,15.12,9118.6,73.78,17541.68,2229.68,4228.37,6015.58,542.47,4720.07,7480.61,191.93,3218.73
2018-19,Andhra Pradesh,Groundnut,Oilseeds,45960.92,21224.08,3120.27,5.04,4878.78,94.86,8795.66,849.74,478.35,5191.02,116.92,10823.11,2779.32,811.04,604.87
2018-19,Gujarat,Groundnut,Oilseeds,74582.09,69615.42,14733.27,15.44,9109.49,26.71,10540.61,697.03,4560.45,5025.63,2615.96,10357.95,3486.34,3485.91,2784.89
2018-19,Karnataka,Groundnut,Oilseeds,46607.23,34142.65,3326.05,5.91,4672.55,0.0,7518.86,1779.01,1817.13,4104.6,696.38,9739.02,2822.92,152.45,97.47
2018-19,Madhya Pradesh,Groundnut,Oilseeds,61294.16,51900.8,2431.15,14.19,9213.41,17.38,11134.71,611.78,0.0,5150.65,245.95,10690.71,3640.87,1205.64,2684.24
2018-19,Maharashtra,Groundnut,Oilseeds,87524.47,60754.85,3688.74,11.85,14746.44,10.96,17112.74,964.89,9856.17,7094.9,1408.85,9282.36,3765.47,3981.82,80.07
2018-19,Odisha,Groundnut,Oilseeds,59759.98,43907.51,1025.67,9.35,19576.95,1.1,10689.59,569.78,2910.29,1512.05,223.81,7813.99,2272.26,286.46,0.27
2018-19,Rajasthan,Groundnut,Oilseeds,66410.34,81664.57,8056.9,20.16,12851.49,2.71,5171.14,64.4,145.62,5898.8,1775.74,12002.06,2384.56,1817.34,1243.02
2018-19,Tamil Nadu,Groundnut,Oilseeds,78275.32,57923.02,5275.53,13.69,9386.4,83.22,17461.04,290.31,1.58,6625.26,314.04,9690.98,4201.27,3790.22,701.96
2018-19,Telangana,Groundnut,Oilseeds,105636.84,98741.01,6996.27,20.92,9164.73,0.0,18586.88,73.51,0.0,12497.31,546.23,17529.05,7288.09,110.68,5555.98
2018-19,Uttar Pradesh,Groundnut,Oilseeds,50536.46,76326.53,2511.25,19.11,8774.35,39.23,9968.8,0.0,469.76,6941.23,322.52,6067.16,1153.37,43.31,923.97
2018-19,Andhra Pradesh,Jowar,Cereals,34688.38,17898.69,1975.28,11.82,4023.19,0.0,6141.66,0.0,4041.04,4476.0,536.04,1136.58,2229.3,109.94,982.98
2018-19,Karnataka,Jowar,Cereals,33239.89,32534.42,7739.96,12.74,4090.82,45.94,5643.29,1592.35,2610.4,4317.19,653.95,612.79,1380.71,258.72,588.31
2018-19,Madhya Pradesh,Jowar,Cereals,36188.68,29197.33,15695.32,21.48,7011.99,0.0,4325.84,0.0,0.0,4792.01,1191.01,2464.44,2473.24,2724.85,0.0
2018-19,Maharashtra,Jowar,Cereals,50271.5,28873.12,21474.54,10.72,8528.43,204.05,9301.08,832.93,3556.01,8612.97,364.06,790.05,2017.56,175.67,34.3
2018-19,Rajasthan,Jowar,Cereals,37279.63,13972.69,17655.16,8.24,13958.29,0.0,6008.24,72.23,284.74,5161.27,839.26,1124.43,1009.64,1096.64,28.33
2018-19,Tamil Nadu,Jowar,Cereals,55217.45,42044.95,8601.89,13.74,8319.7,0.0,10331.04,0.0,0.0,6690.69,39.95,848.5,1760.52,2023.33,55.26
2018-19,Telangana,Jowar,Cereals,41874.01,7650.56,1122.17,4.13,18667.41,1493.67,343.6,624.73,9757.67,590.37,64.91,1377.69,2108.45,890.24,0.0
2018-19,Andhra Pradesh,Maize,Cereals,76753.76,86887.17,2297.85,42.39,3356.48,0.0,15402.99,0.0,987.71,5177.33,87.98,3812.04,8631.58,69.67,3683.31
2018-19,Bihar,Maize,Cereals,52514.11,58407.68,8208.43,39.77,6653.36,0.0,9263.58,0.0,0.0,5384.73,245.81,2760.96,4064.92,136.72,0.0
2018-19,Chhattisgarh,Maize,Cereals,54504.08,23504.31,8862.07,16.79,17996.97,0.0,8900.86,0.0,13112.86,931.03,0.0,3500.0,534.05,0.0,0.0
2018-19,Gujarat,Maize,Cereals,48071.75,33808.73,9067.51,19.33,9502.83,0.0,9292.17,1099.72,1128.25,4734.57,905.07,2526.46,4385.6,2053.49,213.87
2018-19,Himachal Pradesh,Maize,Cereals,44242.26,30884.03,13050.32,20.19,15711.68,0.0,333.58,208.85,2909.02,4283.92,250.12,1919.29,1280.59,3907.16,215.52
2018-19,Jharkhand,Maize,Cereals,60746.04,38093.4,3382.64,27.0,10929.11,0.0,8779.95,0.0,4909.57,2592.3,0.0,6273.84,3793.4,2336.19,0.0
2018-19,Karnataka,Maize,Cereals,44005.22,48092.91,2841.8,30.74,4556.2,0.0,6641.1,1458.48,2165.5,5417.96,731.92,2623.52,4988.56,460.09,189.73
2018-19,Madhya Pradesh,Maize,Cereals,45493.44,37514.68,7511.37,30.49,6236.35,65.32,7034.72,341.22,3746.14,6789.11,269.22,4002.87,1815.52,1062.17,1269.58
2018-19,Maharashtra,Maize,Cereals,72300.54,61048.86,15120.32,48.69,6811.52,184.51,10924.84,714.59,3637.8,8771.2,3026.05,4371.0,8674.05,1162.63,201.59
2018-19,Odisha,Maize,Cereals,49383.2,39189.73,1322.35,27.91,14209.51,7.71,7162.13,184.72,1532.09,3631.12,173.89,3727.8,3989.16,1547.56,148.97
2018-19,Punjab,Maize,Cereals,71433.28,62159.12,3828.45,36.64,8802.13,1750.18,6908.56,0.0,289.43,6163.27,4731.78,6862.09,4562.42,199.55,2437.09
2018-19,Rajasthan,Maize,Cereals,54188.9,37020.95,9819.65,22.93,21738.93,2.58,3073.43,287.41,2412.24,6264.73,335.02,2027.12,1848.71,3527.4,61.69
2018-19,Tamil Nadu,Maize,Cereals,94524.53,73973.54,4712.2,40.2,25469.86,0.0,15702.56,0.0,0.0,9140.36,580.06,5948.71,5244.21,4399.17,1071.76
2018-19,Telangana,Maize,Cereals,80790.71,81100.28,2786.99,43.72,9167.94,98.33,10093.77,1449.83,2508.25,11162.82,265.36,5375.91,7457.02,0.0,2428.93
2018-19,Uttar Pradesh,Maize,Cereals,50135.32,34960.06,7294.8,26.26,9741.25,131.84,8630.99,140.94,338.03,5622.71,748.78,4422.47,2546.52,177.79,46.95
2018-19,Andhra Pradesh,Moong,Pulses,27813.85,37893.79,97.63,6.3,2448.49,48.51,3620.35,51.4,368.47,4046.13,32.2,2123.33,7.63,13.87,3072.96
2018-19,Bihar,Moong,Pulses,27950.84,66733.07,326.69,7.77,4917.0,0.0,717.13,0.0,0.0,7543.16,0.0,1314.74,1585.66,0.0,0.0
2018-19,Gujarat,Moong,Pulses,30641.03,21438.77,1375.2,3.47,13134.91,0.0,3603.8,0.0,301.92,2548.24,1434.21,1649.65,598.65,0.0,404.13
2018-19,Karnataka,Moong,Pulses,29912.38,37853.24,629.49,6.55,2487.18,42.52,4124.17,986.63,2723.12,5335.76,655.71,941.33,1613.44,91.19,940.0
2018-19,Madhya Pradesh,Moong,Pulses,25044.5,24250.62,1611.79,5.95,3192.6,869.8,5277.46,141.46,0.0,2143.91,1392.37,1923.81,1688.5,569.03,973.61
2018-19,Maharashtra,Moong,Pulses,46951.21,24484.65,326.84,5.23,7372.22,19.51,9550.31,1263.66,5252.98,3841.73,1775.46,1632.77,2031.8,2095.8,1202.95
2018-19,Odisha,Moong,Pulses,19536.73,17286.48,927.65,3.27,7234.19,1.07,1925.0,34.67,949.93,1705.94,144.41,1331.53,228.73,11.71,27.62
2018-19,Rajasthan,Moong,Pulses,26311.34,26006.04,2581.6,4.41,9676.96,252.4,2656.52,0.59,0.0,4405.55,367.89,1518.27,786.88,241.77,286.98
2018-19,Tamil Nadu,Moong,Pulses,32161.28,35739.86,526.59,5.88,2630.5,6.83,7531.65,0.0,0.0,3901.62,940.3,2092.63,860.25,389.97,1409.16
2018-19,Telangana,Moong,Pulses,26859.19,13872.11,104.76,2.91,10265.25,0.0,3250.02,0.0,1455.96,3089.81,273.95,1332.88,550.28,0.0,1108.34
2018-19,Uttar Pradesh,Moong,Pulses,25348.38,17342.12,1036.43,4.68,8253.73,0.0,3479.54,0.0,436.5,3995.18,660.69,1046.61,0.0,0.0,1119.31
2018-19,West Bengal,Moong,Pulses,21713.68,34560.46,0.0,5.51,3363.65,0.0,2688.93,0.0,0.0,2292.08,429.04,1641.37,1315.86,0.0,294.5
2018-19,Odisha,Nigerseed,Oilseeds,18745.25,14015.6,0.0,2.81,8094.97,0.0,1367.6,112.65,2379.61,877.94,63.14,645.33,0.0,76.69,0.0
2018-19,Andhra Pradesh,Paddy,Cereals,90573.14,101788.12,4782.04,64.35,5904.04,168.59,18744.57,325.44,298.93,12456.09,401.45,2506.91,7786.52,2045.12,4014.2
2018-19,Assam,Paddy,Cereals,50390.82,46024.74,3819.59,34.52,13314.26,365.62,7097.76,103.14,6303.65,4479.65,833.23,1331.5,726.69,672.97,8.52
2018-19,Bihar,Paddy,Cereals,51270.65,40419.5,8989.26,29.68,9662.92,3.92,11134.16,0.0,12.61,4474.1,167.15,2102.94,4012.64,104.84,44.27
2018-19,Chhattisgarh,Paddy,Cereals,57266.98,66633.52,8604.58,40.01,9454.28,31.29,6555.86,185.77,4529.2,9021.89,266.65,2039.6,3722.83,760.89,1154.92
2018-19,Gujarat,Paddy,Cereals,67352.34,71569.63,17561.81,42.58,6712.0,153.92,15665.9,44.88,283.18,5197.83,3233.65,4286.72,5709.46,1874.91,1212.7
2018-19,Haryana,Paddy,Cereals,84709.0,125308.76,1070.69,47.39,9068.67,383.17,11090.55,0.0,0.0,5227.34,2874.08,1690.13,4618.17,0.0,3865.07
2018-19,Himachal Pradesh,Paddy,Cereals,49448.34,48986.63,12200.17,28.11,16513.38,0.0,2663.52,256.58,1768.7,3373.57,1374.69,2153.06,1091.64,1783.17,774.86
2018-19,Jharkhand,Paddy,Cereals,53705.71,30609.64,7644.54,22.09,11841.85,0.0,9662.4,32.53,4625.85,3764.73,11.06,3626.61,3251.29,657.89,0.0
2018-19,Karnataka,Paddy,Cereals,79856.02,86748.91,10746.54,49.74,10034.02,6.88,11907.4,184.54,6204.01,9744.29,250.59,2861.63,9778.58,13.08,2930.43
2018-19,Kerala,Paddy,Cereals,107099.81,118162.71,15243.35,48.33,13013.07,52.28,35397.73,122.18,0.0,13820.53,40.3,3614.33,5166.56,3344.11,1759.77
2018-19,Madhya Pradesh,Paddy,Cereals,50544.17,51814.15,4536.57,30.03,7828.84,218.46,6367.82,443.28,657.14,8335.09,734.56,2321.32,3224.43,1904.89,1816.36
2018-19,Maharashtra,Paddy,Cereals,101322.66,50948.68,9673.19,26.9,12255.17,7.76,25178.95,1182.8,9855.72,11279.13,492.06,3074.94,7520.91,6272.04,1355.78
2018-19,Odisha,Paddy,Cereals,63885.91,58052.38,4255.82,40.74,15761.12,8.32,12736.89,333.02,2402.58,5944.08,390.5,1345.61,3561.33,2003.1,619.11
2018-19,Punjab,Paddy,Cereals,84765.96,123627.97,508.63,67.8,6173.43,1951.52,8539.65,16.27,16.1,4669.33,5514.88,1635.39,3354.96,405.13,4920.53
2018-19,Tamil Nadu,Paddy,Cereals,80288.96,77366.48,5133.24,46.26,8398.74,46.44,14546.37,98.61,24.33,11754.11,1586.24,6385.83,6967.45,1930.78,1392.62
2018-19,Telangana,Paddy,Cereals,90521.31,98684.15,5115.5,55.5,8608.47,257.79,15962.78,229.57,436.82,12161.64,751.58,2609.96,8245.33,430.56,3585.56
2018-19,Uttar Pradesh,Paddy,Cereals,59772.7,57703.45,3172.6,35.78,8568.37,18.66,12389.16,0.0,8.04,5154.23,628.49,4636.0,3794.98,15.73,497.98
2018-19,Uttarakhand,Paddy,Cereals,63930.19,62287.89,4055.6,36.91,11606.77,97.12,13596.35,7550.73,70.5,2342.29,1836.87,2725.67,2569.83,0.0,901.6
2018-19,West Bengal,Paddy,Cereals,77606.84,60880.34,7309.21,44.08,20636.24,0.0,18218.93,386.86,1082.48,4788.31,140.32,2334.72,5261.04,1084.99,1289.89
2018-19,Karnataka,Ragi,Cereals,57254.47,46031.4,9664.21,11.97,10466.54,0.0,12255.62,1357.3,4042.23,7132.52,186.71,1594.0,3367.65,966.65,37.67
2018-19,Maharashtra,Ragi,Cereals,72230.16,49791.99,2593.05,13.69,20155.36,0.0,12416.3,898.9,8152.3,1815.84,841.24,266.73,2371.57,6774.02,0.0
2018-19,Odisha,Ragi,Cereals,25876.36,12690.43,60.98,5.81,10654.73,0.0,3184.16,132.1,3160.51,655.73,214.4,255.78,866.5,1572.97,0.0
2018-19,Tamil Nadu,Ragi,Cereals,43789.17,30023.15,1694.78,11.74,7390.16,0.0,8897.92,0.0,0.0,6193.2,91.01,403.54,4400.95,0.0,535.03
2018-19,Uttarakhand,Ragi,Cereals,44958.56,32144.29,2083.07,10.74,21956.91,0.0,1192.34,10044.11,232.39,0.0,0.0,969.29,12.73,0.0,0.0
2018-19,Andhra Pradesh,Sesamum (Til),Oilseeds,27968.89,32326.24,43.24,3.43,4326.88,465.44,6963.8,269.1,1005.29,2790.98,0.23,1541.33,219.14,0.0,0.0
2018-19,Gujarat,Sesamum (Til),Oilseeds,54125.94,75307.39,946.63,6.57,6840.82,0.0,11446.61,309.18,227.65,2413.48,2384.31,742.65,1885.04,7159.1,1554.83
2018-19,Karnataka,Sesamum (Til),Oilseeds,35393.41,17337.28,142.01,1.73,9717.01,0.0,4473.37,1168.64,5998.59,4174.56,0.0,236.69,3029.59,0.0,0.0
2018-19,Madhya Pradesh,Sesamum (Til),Oilseeds,29915.3,31028.56,998.3,3.57,5518.4,0.0,7439.01,0.0,0.0,4882.39,339.39,1158.38,850.38,151.86,0.0
2018-19,Odisha,Sesamum (Til),Oilseeds,16375.15,14398.83,1.14,2.61,6752.91,6.17,1604.33,737.79,325.25,890.69,381.07,591.86,21.83,0.0,0.0
2018-19,Rajasthan,Sesamum (Til),Oilseeds,24733.06,28697.29,467.11,2.86,10335.65,0.0,4404.12,0.0,0.0,2611.7,117.44,394.79,282.48,30.34,6.08
2018-19,Tamil Nadu,Sesamum (Til),Oilseeds,50175.51,58437.8,255.02,5.06,7726.29,20.7,11562.21,0.0,0.0,3567.81,864.97,900.32,2057.75,1434.91,966.02
2018-19,Telangana,Sesamum (Til),Oilseeds,23290.31,17647.06,0.0,1.76,8968.24,0.0,0.0,0.0,0.0,6000.0,0.0,1117.62,0.0,0.0,0.0
2018-19,Uttar Pradesh,Sesamum (Til),Oilseeds,21026.0,16553.08,433.44,2.04,7999.82,0.0,2103.69,0.0,0.0,3416.97,333.5,434.75,15.52,0.0,43.5
2018-19,West Bengal,Sesamum (Til),Oilseeds,48544.22,41157.01,818.92,9.39,14929.46,0.0,12067.47,130.0,1754.17,3189.36,17.26,736.37,1864.04,0.0,570.46
2018-19,Chhattisgarh,Soyabean,Oilseeds,38114.75,32601.02,2432.9,10.93,3862.02,150.98,5892.37,0.0,1586.85,4737.02,547.52,5089.49,2775.35,624.42,1463.56
2018-19,Karnataka,Soyabean,Oilseeds,32349.02,35318.06,1694.37,10.81,2275.18,0.0,3091.36,733.2,1186.74,6379.06,1356.16,2874.02,2045.42,70.08,1135.56
2018-19,Madhya Pradesh,Soyabean,Oilseeds,39426.84,36221.96,1981.96,12.79,4478.96,54.53,4372.45,16.45,472.59,5897.74,640.23,4931.57,2309.82,1330.31,2209.15
2018-19,Maharashtra,Soyabean,Oilseeds,46549.48,44704.59,948.66,12.89,4593.41,192.62,6819.23,690.32,3130.11,7066.98,536.63,4113.54,2974.6,1535.62,1803.62
2018-19,Rajasthan,Soyabean,Oilseeds,32284.31,36017.31,3147.86,11.95,8100.88,34.23,2104.5,0.0,187.37,5145.63,894.67,4868.55,77.75,0.0,1450.13
2018-19,Telangana,Soyabean,Oilseeds,54755.54,62991.23,0.0,18.71,1671.3,55.4,8387.99,434.75,1226.05,11412.74,286.4,3837.26,4369.15,0.0,2725.24
2018-19,Karnataka,Sunflower,Oilseeds,31016.77,23544.35,1517.63,6.71,2686.27,0.0,5587.01,1358.4,1206.74,3312.62,1298.85,2799.32,2879.66,545.18,197.64
2018-19,Odisha,Sunflower,Oilseeds,41851.34,29654.35,0.0,6.69,7509.13,9178.46,3908.21,0.0,2411.18,0.0,1619.25,1960.48,2196.58,0.0,429.31
2018-19,Telangana,Sunflower,Oilseeds,57612.69,41250.0,0.0,12.5,14595.25,0.0,625.0,0.0,2198.25,5500.0,360.75,4750.0,11187.5,0.0,2475.0
2018-19,Andhra Pradesh,Urad,Pulses,37687.02,47667.19,49.19,9.78,1501.21,1.01,9368.28,16.16,114.47,3855.39,31.27,2735.41,62.19,10.59,3233.6
2018-19,Chhattisgarh,Urad,Pulses,36386.17,13702.63,1408.97,4.31,9235.04,0.0,890.26,0.0,16500.43,398.34,143.71,1315.66,1867.86,0.0,0.0
2018-19,Gujarat,Urad,Pulses,33661.11,25088.34,3206.1,4.78,9094.1,5.93,6850.31,49.79,178.27,3856.76,1745.79,1633.68,1109.91,375.41,606.8
2018-19,Karnataka,Urad,Pulses,26375.77,19123.89,185.42,4.48,2770.23,0.0,4787.6,1417.47,635.42,6550.76,0.0,788.25,1204.02,0.0,1964.24
2018-19,Madhya Pradesh,Urad,Pulses,27105.9,22828.21,1713.46,7.32,3462.77,36.0,3452.17,8.61,57.62,6007.76,515.19,1686.34,1896.59,678.98,1341.38
2018-19,Maharashtra,Urad,Pulses,34789.28,28647.28,528.72,5.19,4028.34,0.0,6473.97,2066.45,2807.39,5817.76,983.82,2235.68,1849.8,318.67,1035.11
2018-19,Odisha,Urad,Pulses,20229.32,17607.72,1035.81,3.6,8330.3,1.89,1745.36,35.46,1284.04,802.26,138.17,1609.39,184.18,35.99,15.84
2018-19,Rajasthan,Urad,Pulses,28652.65,18858.63,1816.7,6.04,7030.86,2.75,5971.31,120.36,95.36,3783.98,2056.42,1583.06,379.8,0.0,1292.67
2018-19,Tamil Nadu,Urad,Pulses,75075.32,49036.56,698.81,8.51,27577.75,0.0,16404.04,0.0,0.0,4812.54,424.96,2338.11,1117.74,3311.48,394.35
2018-19,Telangana,Urad,Pulses,28722.54,15172.71,100.44,3.0,10520.55,0.0,5454.68,0.0,2614.26,1640.71,0.0,1493.91,1004.87,0.0,649.37
2018-19,Uttar Pradesh,Urad,Pulses,25215.21,20516.7,1043.44,5.1,6216.04,0.0,4170.07,0.0,587.8,4314.13,187.84,1181.11,67.01,0.0,535.2
2018-19,Himachal Pradesh,Barley,Cereals,56019.75,23255.0,9564.24,13.35,15759.09,0.0,4.65,827.81,15943.65,4201.61,238.39,1795.24,66.05,4197.54,0.0
2018-19,Madhya Pradesh,Barley,Cereals,44989.31,36678.79,10208.06,27.22,5235.74,0.0,5639.53,0.0,0.0,10964.45,0.0,3592.98,3497.01,0.0,0.0
2018-19,Rajasthan,Barley,Cereals,64315.46,54917.08,18911.51,35.14,18456.81,1071.15,4150.08,19.12,162.19,6226.56,1943.97,3244.05,2871.27,1238.2,231.78
2018-19,Uttar Pradesh,Barley,Cereals,58073.2,65755.25,14884.01,38.19,8303.35,0.0,7134.61,0.0,0.0,6356.44,1027.65,3367.88,4273.39,0.0,0.0
2018-19,Andhra Pradesh,Gram,Pulses,35923.09,22321.27,653.49,5.4,1686.85,203.14,3462.97,10.26,5.96,7179.6,2082.54,4552.84,3928.75,765.61,1690.51
2018-19,Bihar,Gram,Pulses,43738.49,57431.29,2018.26,13.89,6119.11,0.0,6196.66,0.0,0.0,3990.29,772.01,4525.41,2117.83,112.98,332.39
2018-19,Chhattisgarh,Gram,Pulses,42298.59,49927.68,3413.13,13.17,7067.78,135.61,2533.67,0.0,682.57,7269.98,623.42,4206.34,2874.45,0.0,1675.23
2018-19,Gujarat,Gram,Pulses,43033.7,38572.54,3245.11,8.46,7021.76,0.0,7225.13,310.25,1063.18,3311.64,1437.79,3017.18,2314.78,0.0,2178.48
2018-19,Haryana,Gram,Pulses,41587.66,75652.77,2815.06,18.91,5837.07,0.0,5608.17,0.0,0.0,5585.78,1329.93,1875.0,0.0,0.0,0.0
2018-19,Jharkhand,Gram,Pulses,44306.7,50952.65,1742.45,10.29,8742.25,0.0,3951.39,0.0,2124.21,5349.75,0.0,4637.79,1963.15,143.08,602.27
2018-19,Karnataka,Gram,Pulses,34686.88,39978.73,2253.13,6.71,2915.21,20.1,3532.32,639.51,2522.6,5504.18,574.92,3379.18,1569.56,0.0,1516.29
2018-19,Madhya Pradesh,Gram,Pulses,42296.23,47419.58,3238.32,12.62,5365.48,300.47,4419.53,36.11,236.87,5197.71,545.47,5268.11,2235.42,0.0,1260.45
2018-19,Maharashtra,Gram,Pulses,42438.46,44229.34,1053.72,10.72,5828.27,188.24,6357.43,326.3,1855.39,5150.4,1184.35,3657.64,1766.56,0.0,1343.9
2018-19,Punjab,Gram,Pulses,61761.83,50265.96,0.0,8.24,4569.47,2385.7,18617.02,0.0,0.0,0.0,4223.59,4531.91,2085.11,0.0,2234.04
2018-19,Rajasthan,Gram,Pulses,43762.93,48317.03,4038.33,11.8,11523.23,134.3,4578.02,0.0,460.49,3421.94,1932.24,3512.52,895.19,0.0,158.76
2018-19,Telangana,Gram,Pulses,49178.67,55462.08,0.0,12.08,3251.03,0.0,6224.94,94.68,938.6,8679.34,100.97,3935.63,3713.21,0.0,3543.43
2018-19,Uttar Pradesh,Gram,Pulses,50895.98,65217.43,3166.89,14.17,8527.51,5.62,4271.89,0.0,6.52,4505.9,1119.77,5187.27,1569.62,0.0,346.64
2018-19,West Bengal,Gram,Pulses,36975.31,39885.79,1436.51,11.13,8391.62,0.0,12087.67,0.0,0.0,926.6,0.0,3827.28,589.66,0.0,0.0
2018-19,Bihar,Masur,Pulses,37640.34,43246.96,1551.92,10.7,4305.41,12.18,6620.22,0.0,7.71,4100.65,242.78,1865.25,2362.35,77.1,147.68
2018-19,Madhya Pradesh,Masur,Pulses,33463.45,40891.29,3758.8,11.39,3695.23,845.68,3841.46,0.0,256.48,3393.23,809.02,2435.42,1957.65,0.0,440.08
2018-19,Punjab,Masur,Pulses,68559.76,48000.0,0.0,8.0,28257.6,0.0,0.0,0.0,0.0,0.0,12271.8,4500.0,3300.0,0.0,0.0
2018-19,Rajasthan,Masur,Pulses,31870.31,26456.69,1574.8,6.22,9279.29,0.0,2204.72,0.0,0.0,3897.64,0.0,4960.63,1488.19,0.0,0.0
2018-19,Uttar Pradesh,Masur,Pulses,38679.23,43888.15,1677.24,9.93,6538.03,0.0,3743.8,0.0,0.0,5963.72,70.23,3314.13,1063.63,0.0,0.0
2018-19,West Bengal,Masur,Pulses,36732.55,48502.76,2261.44,9.79,8877.43,0.0,7221.72,14.19,918.04,2146.11,53.9,2430.73,1243.29,0.0,40.7
