year,state_name,crop_name,crop_type,cul_cost_c2,main_product_value,by_product_value,derived_yield,opr_cost_hmn_lab_family,opr_cost_hmn_lab_attached,opr_cost_hmn_lab_casual,opr_cost_ani_lab_hired,opr_cost_ani_lab_owned,opr_cost_mch_lab_hired,opr_cost_mch_lab_owned,opr_cost_seed,opr_cost_fertilizer,opr_cost_manure,opr_cost_insecticides
2020-21,Tamil Nadu,Gram,Pulses,52444.42,38370.33,79.68,6.98,4403.77,0.0,12897.95,0.0,0.0,12773.68,799.41,7936.31,3147.02,0.0,1227.9
2020-21,Telangana,Gram,Pulses,49391.69,63213.26,0.0,12.33,1783.84,897.81,7336.5,24.76,1071.53,4693.21,1439.05,4859.79,2688.84,0.0,1891.32
2020-21,Uttar Pradesh,Gram,Pulses,53626.96,57027.38,2648.28,10.28,17543.44,0.0,2421.32,0.0,0.0,5101.27,909.36,5476.25,1318.6,0.0,0.0
2020-21,West Bengal,Gram,Pulses,51040.31,46320.28,2500.0,10.81,14573.57,0.0,5385.94,0.0,3987.74,0.0,3167.46,3138.25,1616.13,0.0,0.0
2020-21,Bihar,Masur,Pulses,39885.76,44382.36,1687.81,9.34,4439.44,50.61,6706.13,0.0,0.0,4780.72,88.72,3590.13,2299.05,490.64,338.39
2020-21,Madhya Pradesh,Masur,Pulses,35416.39,46154.19,2414.88,9.48,3820.45,0.0,5157.85,133.89,297.7,6521.55,125.53,2717.06,1277.81,0.0,897.74
2020-21,Uttar Pradesh,Masur,Pulses,48626.18,64862.57,1548.06,11.4,9650.95,0.0,3245.86,28.54,107.9,3521.26,2194.63,2788.97,939.56,0.0,0.0
2020-21,West Bengal,Masur,Pulses,56010.0,75859.46,2929.0,11.67,11901.43,0.0,8099.83,266.14,685.52,5904.61,0.0,3946.49,3070.4,107.54,257.18
2020-21,Andhra Pradesh,Groundnut,Oilseeds,76516.9,48632.38,2614.63,10.35,6177.92,25.65,16887.3,549.29,1584.01,6526.66,191.57,16354.11,5835.28,350.48,1734.65
2020-21,Gujarat,Groundnut,Oilseeds,86336.61,69802.11,10893.68,14.35,8063.82,2.39,18082.04,714.57,1453.71,8157.79,3947.24,14699.72,3673.18,3831.21,3841.02
2020-21,Karnataka,Groundnut,Oilseeds,61205.35,48939.94,5617.1,9.99,7997.86,0.0,12826.01,2042.36,1573.01,5895.76,1320.38,10110.85,3303.67,119.6,463.76
2020-21,Kerala,Groundnut,Oilseeds,67538.99,60002.23,0.0,13.2,13778.6,0.0,17789.4,155.85,0.0,6920.18,9.04,12110.34,716.26,1136.23,115.68
2020-21,Maharashtra,Groundnut,Oilseeds,112410.34,82123.0,3907.39,14.03,19892.27,1478.81,23814.69,2478.9,616.41,5701.47,6934.59,13884.32,5665.07,4970.61,324.12
2020-21,Odisha,Groundnut,Oilseeds,60027.85,44987.99,1224.85,7.82,17938.69,12.44,11914.25,2124.14,1749.83,1872.07,171.72,9026.28,1635.28,115.38,32.99
2020-21,Rajasthan,Groundnut,Oilseeds,84027.64,124470.18,13342.76,24.77,15570.94,19.48,2223.42,16.6,235.33,9958.41,789.24,14352.5,2094.63,802.26,1096.5
2020-21,Tamil Nadu,Groundnut,Oilseeds,82255.91,73164.34,4249.37,13.49,10838.55,27.54,19306.21,469.67,0.0,7981.48,852.3,12478.38,4134.39,1807.83,907.7
2020-21,Telangana,Groundnut,Oilseeds,121719.48,99976.66,6755.91,16.39,11049.37,788.44,24630.54,1745.52,1508.64,12925.63,933.79,21768.9,6603.77,0.0,4157.53
2020-21,Uttar Pradesh,Groundnut,Oilseeds,40774.66,42617.8,2231.14,10.65,13056.26,0.0,1059.61,0.0,0.0,6652.9,205.69,6855.79,1476.94,0.0,0.0
2020-21,West Bengal,Groundnut,Oilseeds,123916.18,115416.85,2045.9,28.29,41083.55,0.0,22109.94,0.0,0.0,3278.53,247.2,15302.08,3542.02,0.0,3454.62
2020-21,Chhattisgarh,Soyabean,Oilseeds,31688.92,13610.04,710.77,4.2,1973.23,0.0,3347.17,0.0,0.0,4241.35,923.57,5807.41,3142.73,21.72,1985.26
2020-21,Gujarat,Soyabean,Oilseeds,47307.7,34572.13,2792.98,9.59,7491.4,0.0,10627.17,2966.62,613.47,5290.41,631.76,4798.18,2434.72,2148.94,1256.96
2020-21,Himachal Pradesh,Soyabean,Oilseeds,39996.85,20189.31,3802.76,4.27,17058.65,0.0,146.37,291.68,5769.9,4507.04,624.27,2016.91,0.0,2290.77,0.0
2020-21,Karnataka,Soyabean,Oilseeds,45118.69,47949.44,1504.82,11.13,3421.56,1.49,8818.73,1520.68,1138.86,9525.36,300.78,3242.13,2815.07,0.0,1535.73
2020-21,Madhya Pradesh,Soyabean,Oilseeds,37234.73,29409.46,1259.85,7.93,4552.69,59.18,3538.65,1.0,296.93,6300.07,649.66,5064.93,1955.98,1050.83,2338.05
2020-21,Maharashtra,Soyabean,Oilseeds,55379.45,53358.26,980.92,14.11,3627.83,374.94,9810.91,801.58,3404.82,9842.61,1175.96,5928.9,3786.41,695.95,2692.39
2020-21,Rajasthan,Soyabean,Oilseeds,44919.2,38312.92,2686.12,8.92,11863.13,315.7,3868.5,37.82,115.9,6367.54,1476.74,6060.41,423.25,2048.73,1852.37
2020-21,Telangana,Soyabean,Oilseeds,45117.13,28531.46,0.0,7.38,6129.02,399.55,8291.87,86.65,1237.75,8411.99,1194.13,3606.35,2527.32,0.0,1686.31
2020-21,Andhra Pradesh,Sunflower,Oilseeds,57986.72,61181.04,0.0,10.91,5734.98,167.69,8883.9,525.22,1264.5,7540.69,173.97,2915.74,6583.38,121.81,2136.27
2020-21,Bihar,Sunflower,Oilseeds,59249.5,60428.26,3756.52,17.18,5093.06,0.0,15117.39,0.0,0.0,5660.0,16.07,3000.0,4553.7,0.0,0.0
2020-21,Karnataka,Sunflower,Oilseeds,43473.86,44310.68,829.78,7.29,4805.31,0.0,7795.75,1422.73,464.83,4986.52,2394.26,2943.7,4681.89,0.0,431.53
2020-21,Andhra Pradesh,Sesamum (Til),Oilseeds,31663.21,24916.56,25.14,3.45,3600.38,0.0,6259.96,0.0,3680.01,5315.67,0.0,1928.9,251.02,0.0,0.0
2020-21,Gujarat,Sesamum (Til),Oilseeds,42070.49,41047.08,711.05,4.38,7785.99,0.0,8819.81,616.51,75.2,4459.17,1608.05,1407.11,3079.08,279.74,1765.35
2020-21,Himachal Pradesh,Sesamum (Til),Oilseeds,40617.41,32506.84,822.41,2.57,19293.0,0.0,48.51,340.57,6195.22,2488.99,129.29,1309.1,16.16,1033.47,0.0
2020-21,Kerala,Sesamum (Til),Oilseeds,29253.63,24593.42,106.4,1.19,8986.31,0.0,7118.69,0.0,0.0,4511.62,0.0,1102.08,0.0,1240.56,0.0
2020-21,Madhya Pradesh,Sesamum (Til),Oilseeds,34995.13,42308.62,1464.41,5.09,5323.75,0.0,8266.15,0.0,1.63,5875.62,97.6,1383.22,1567.52,700.61,630.72
2020-21,Odisha,Sesamum (Til),Oilseeds,21193.44,19713.27,141.6,2.57,9919.85,0.0,1706.22,215.19,1857.51,278.96,333.21,895.87,18.69,0.0,0.0
2020-21,Rajasthan,Sesamum (Til),Oilseeds,27971.38,24370.14,678.59,2.58,14831.45,4.12,2567.75,0.0,0.0,2616.15,565.49,563.73,345.05,0.0,3.32
2020-21,Telangana,Sesamum (Til),Oilseeds,53775.28,78659.93,0.0,9.03,9495.35,349.26,9707.18,0.0,0.0,4060.34,1199.7,1272.68,474.57,0.0,51.27
2020-21,Uttar Pradesh,Sesamum (Til),Oilseeds,22608.9,21246.74,711.03,2.12,8535.72,0.0,2335.14,0.0,0.0,2979.43,408.61,584.8,12.71,0.0,15.9
2020-21,West Bengal,Sesamum (Til),Oilseeds,60106.47,44402.58,2168.61,7.57,24062.99,0.0,12397.26,0.96,0.0,3079.92,61.84,751.59,2194.89,1.99,1455.6
2020-21,Odisha,Nigerseed,Oilseeds,24649.39,18811.77,0.0,3.21,13693.85,0.0,259.63,45.55,4531.15,61.92,0.0,664.94,0.0,0.0,0.0
2020-21,Assam,Rapeseed & Mustard (Toria/Taramira),Oilseeds,36586.71,38022.22,131.99,9.54,11789.68,18.44,2441.96,39.28,2501.14,6332.62,492.68,563.25,1877.35,189.62,98.16
2020-21,Bihar,Rapeseed & Mustard (Toria/Taramira),Oilseeds,44087.26,50467.14,1392.53,10.97,7010.06,300.38,6428.82,0.0,0.0,3946.16,247.49,1275.13,3620.01,83.96,57.22
2020-21,Gujarat,Rapeseed & Mustard (Toria/Taramira),Oilseeds,67370.09,97999.16,4319.73,19.13,9595.8,0.0,11720.81,69.78,0.62,4674.73,3031.44,2369.43,3890.15,1282.77,458.85
2020-21,Haryana,Rapeseed & Mustard (Toria/Taramira),Oilseeds,56058.26,100078.76,3464.3,19.21,7614.65,2.6,3878.38,0.0,23.41,7227.27,2147.62,1515.93,3395.2,0.0,325.31
2020-21,Himachal Pradesh,Rapeseed & Mustard (Toria/Taramira),Oilseeds,31426.44,19969.23,1798.7,3.44,10912.07,22.97,113.6,195.56,4434.39,2857.38,1164.69,683.15,403.0,1623.85,0.0
2020-21,Jharkhand,Rapeseed & Mustard (Toria/Taramira),Oilseeds,49396.26,30916.67,1516.96,8.29,18516.27,0.0,1117.59,0.0,8520.9,1812.1,27.05,1359.71,3093.78,850.34,167.26
2020-21,Madhya Pradesh,Rapeseed & Mustard (Toria/Taramira),Oilseeds,49080.89,83427.67,5930.91,18.0,5572.77,0.0,5772.99,0.0,14.27,8253.1,78.88,2918.14,2682.11,0.0,203.76
2020-21,Odisha,Rapeseed & Mustard (Toria/Taramira),Oilseeds,27026.96,16426.68,0.0,3.1,13122.12,2.39,1130.41,201.59,2825.62,726.17,171.76,787.81,830.71,0.0,300.31
2020-21,Punjab,Rapeseed & Mustard (Toria/Taramira),Oilseeds,64888.95,83291.8,1002.89,15.88,8775.79,3367.88,3582.84,0.0,22.91,1506.38,7554.25,1440.32,2772.27,6.99,915.22
2020-21,Rajasthan,Rapeseed & Mustard (Toria/Taramira),Oilseeds,58883.73,87599.73,3181.45,14.97,14627.59,73.17,3287.36,13.22,37.67,5693.13,2386.92,2026.76,2415.09,20.13,71.96
2020-21,Uttar Pradesh,Rapeseed & Mustard (Toria/Taramira),Oilseeds,60080.31,82043.07,4293.73,16.24,8326.31,17.68,5087.81,0.0,74.21,7768.81,690.97,1939.97,4008.98,0.0,103.81
2020-21,West Bengal,Rapeseed & Mustard (Toria/Taramira),Oilseeds,62248.52,74175.4,2323.42,15.07,13579.16,0.0,10360.62,149.03,390.82,7098.6,55.68,772.76,5025.78,397.65,509.45
2020-21,Karnataka,Safflower,Oilseeds,22538.11,14746.49,387.22,3.54,3206.81,0.0,3521.43,667.54,304.74,1971.45,2338.47,401.77,1709.95,0.0,1897.57
2020-21,Andhra Pradesh,Cotton,Fiber Crops,90604.02,80043.08,0.0,16.13,2927.21,0.0,26455.2,1881.09,846.99,8312.83,1280.24,4657.36,7034.23,1113.17,5706.12
2020-21,Gujarat,Cotton,Fiber Crops,87032.92,93073.2,1429.65,17.4,12048.83,70.76,20448.53,554.22,1295.1,6100.14,3988.74,3132.91,5447.0,2443.08,3864.05
2020-21,Haryana,Cotton,Fiber Crops,74197.96,64650.02,2771.69,11.92,14801.1,0.0,11680.75,0.0,163.25,5038.82,3378.2,3549.7,3699.01,0.0,3071.87
2020-21,Karnataka,Cotton,Fiber Crops,65859.43,64905.69,1819.59,12.15,8512.75,0.0,14244.16,1873.13,2243.85,4601.87,3418.61,3893.07,4579.61,0.0,3409.68
2020-21,Madhya Pradesh,Cotton,Fiber Crops,77922.22,59432.81,4018.19,14.4,14342.59,773.25,11631.18,305.83,5815.21,2953.35,763.65,1986.85,6916.02,2197.5,2326.95
2020-21,Maharashtra,Cotton,Fiber Crops,79371.74,69188.83,920.51,13.63,9015.94,1151.51,18977.3,2498.56,5446.27,5617.83,698.71,3428.6,9799.05,608.11,4017.54
2020-21,Odisha,Cotton,Fiber Crops,67926.31,55144.79,0.0,11.36,19799.08,73.72,13949.84,629.1,886.19,3321.38,37.58,2476.66,7110.9,1939.91,1685.44
2020-21,Punjab,Cotton,Fiber Crops,99942.46,117408.57,4602.22,21.51,7539.21,1294.4,16881.13,0.0,21.44,1406.3,8918.43,5241.19,4714.2,152.02,6494.01
2020-21,Rajasthan,Cotton,Fiber Crops,91569.22,100187.45,4272.77,19.29,28346.43,0.0,14218.82,15.12,269.23,4559.35,2785.58,5204.86,3262.56,2059.92,3483.02
2020-21,Tamil Nadu,Cotton,Fiber Crops,116134.19,95526.85,767.93,17.15,24867.67,561.94,34007.69,33.43,0.0,8049.83,847.48,3213.28,8696.3,3738.44,2928.28
2020-21,Telangana,Cotton,Fiber Crops,96759.32,70950.76,0.0,14.57,7233.82,795.21,29494.41,2860.2,3878.62,7457.41,1246.41,4101.35,9701.81,9.69,5166.02
2020-21,Assam,Jute,Fiber Crops,92298.27,109128.73,7936.94,24.24,29995.32,0.0,21688.32,326.74,805.05,6963.03,29.84,1297.9,2310.91,580.5,0.0
2020-21,Bihar,Jute,Fiber Crops,44643.31,74599.59,1462.17,21.93,6344.91,0.0,15408.51,0.0,0.0,3050.05,234.46,1828.75,5278.69,0.0,0.0
2020-21,West Bengal,Jute,Fiber Crops,114247.27,132342.99,7034.05,26.42,27769.35,0.0,32883.95,283.42,500.0,5873.31,36.37,947.51,5672.27,237.58,554.62
2020-21,Andhra Pradesh,Sugarcane,Sugar,148561.64,91409.9,0.0,332.57,14130.34,0.0,67682.46,1431.96,115.93,5730.36,6.77,11025.83,6042.61,2338.37,4.48
2020-21,Gujarat,Sugarcane,Sugar,128919.5,211182.02,138.01,819.58,4211.91,0.0,33237.95,21.14,0.0,5979.88,2161.49,12378.96,10339.38,1439.05,486.74
2020-21,Haryana,Sugarcane,Sugar,181887.67,271598.03,7265.37,781.34,2884.86,631.96,35963.98,420.01,0.0,4617.37,7005.99,22899.78,6986.27,201.99,3811.6
2020-21,Karnataka,Sugarcane,Sugar,139080.59,258542.3,2969.08,1027.52,16009.9,7.57,34766.6,1222.48,971.83,3584.04,421.68,6851.36,11020.17,157.43,731.2
2020-21,Maharashtra,Sugarcane,Sugar,260222.51,267722.72,19747.34,1046.02,26049.57,4275.38,50378.91,3005.58,1272.44,30953.41,2473.68,12750.9,23759.59,5550.18,1298.04
2020-21,Tamil Nadu,Sugarcane,Sugar,248367.99,279727.22,3854.66,1028.02,16481.08,770.71,92968.76,598.33,0.0,7593.67,1178.81,18995.26,13216.86,6208.42,922.61
2020-21,Uttar Pradesh,Sugarcane,Sugar,149283.8,192994.49,8065.01,602.0,15904.71,0.0,35605.36,384.99,291.42,2047.9,1152.2,8905.71,3743.99,534.13,2182.1
2020-21,Andhra Pradesh,Onion,Vegetable,134080.21,73894.2,0.0,110.48,24079.99,0.0,34363.19,282.59,1308.42,1950.44,5948.78,18121.59,10298.64,1014.01,5555.72
2020-21,Gujarat,Onion,Vegetable,176655.36,348120.29,1817.76,192.71,17475.04,0.0,36554.14,851.77,174.26,3351.76,3377.57,37876.59,5398.72,126.21,2997.51
2020-21,Karnataka,Onion,Vegetable,85806.57,119229.35,524.07,60.21,14209.33,0.0,18301.95,1162.42,216.35,7315.02,867.48,5323.58,4519.91,3647.81,1707.31
2020-21,Madhya Pradesh,Onion,Vegetable,140516.92,231866.79,0.0,262.86,23049.37,34.6,22445.24,0.0,0.0,3038.68,278.66,26299.9,7930.83,0.0,1836.63
2020-21,Maharashtra,Onion,Vegetable,213848.76,238817.47,1776.4,219.12,20906.91,1781.21,45544.72,471.94,376.85,5941.27,6122.22,47981.87,15974.3,1164.85,5718.62
2020-21,Rajasthan,Onion,Vegetable,192832.55,304132.63,1543.17,241.93,41425.19,796.18,23097.83,0.0,0.0,5668.7,796.15,36614.72,3220.08,7038.26,595.23
2020-21,Tamil Nadu,Onion,Vegetable,217700.64,524714.32,0.0,96.3,13515.41,90.01,63460.67,7.97,0.0,9241.84,2797.27,68728.97,9864.68,3998.08,2902.81
2020-21,Assam,Potato,Vegetable,145117.29,212207.03,2.36,125.02,21319.51,4.11,7181.16,0.0,482.66,10119.86,2548.44,38262.61,7115.71,4651.46,2084.23
2020-21,Bihar,Potato,Vegetable,145508.94,184188.41,67.08,186.33,7718.84,0.0,14611.21,0.0,0.0,3949.46,551.34,75090.94,6441.73,2221.17,820.74
2020-21,Gujarat,Potato,Vegetable,199082.57,284727.63,0.0,284.44,7257.39,0.0,15690.52,0.0,0.0,8386.78,5337.52,73280.08,19799.11,4075.52,5269.12
2020-21,Himachal Pradesh,Potato,Vegetable,95074.07,184763.81,0.0,70.27,28222.39,0.0,1366.96,1359.94,2304.13,336.65,568.18,26378.64,1417.29,11267.68,902.74
2020-21,Jharkhand,Potato,Vegetable,114391.84,89345.03,0.0,74.49,23677.08,0.0,5387.2,0.0,5548.53,1870.9,0.0,45201.78,5436.39,1396.01,588.8
2020-21,Uttar Pradesh,Potato,Vegetable,144694.25,169990.41,0.0,206.66,10614.67,7.92,12304.65,0.0,8.39,8995.05,1211.82,55374.32,10753.76,1195.49,642.83
2020-21,West Bengal,Potato,Vegetable,242649.64,204115.85,0.0,280.78,32602.32,0.0,29453.32,61.08,457.42,8700.13,445.88,74203.53,24974.85,5839.89,3989.4
2021-22,Andhra Pradesh,Paddy,Cereals,103587.75,99466.47,6458.14,57.09,7801.33,103.14,26210.32,127.87,19.35,13879.93,667.64,2256.12,9278.77,969.0,6053.47
2021-22,Assam,Paddy,Cereals,57648.31,46350.0,4756.23,36.84,17325.88,9.98,8583.86,97.1,4413.79,8701.4,789.03,1308.71,1056.05,834.64,23.92
2021-22,Bihar,Paddy,Cereals,54310.62,39683.07,11358.31,28.58,9864.91,391.57,12593.95,0.0,0.0,5494.6,129.49,2388.78,3681.14,271.99,167.41
2021-22,Chhattisgarh,Paddy,Cereals,61502.08,74092.86,8514.47,41.86,7922.9,2.92,7635.28,177.08,4238.05,10686.39,255.79,2980.09,3787.17,843.42,1568.17
2021-22,Gujarat,Paddy,Cereals,69406.36,61732.19,15379.26,37.0,7821.84,229.94,16697.09,6.9,43.91,5863.56,2326.51,6012.13,5308.68,3911.22,1107.27
2021-22,Haryana,Paddy,Cereals,102128.78,134921.31,2666.29,52.87,8591.39,726.04,13973.5,0.0,0.0,5898.55,3115.11,1503.04,5664.98,66.73,6959.9
2021-22,Himachal Pradesh,Paddy,Cereals,67854.04,60772.4,19776.4,30.92,24120.77,20.49,3303.13,63.66,1146.55,5462.62,2393.21,3317.45,1203.66,918.54,1215.83
2021-22,Jharkhand,Paddy,Cereals,62415.28,37405.36,11742.79,27.35,13518.45,0.0,11371.55,10.48,4242.74,3926.95,64.82,2883.63,4088.29,1174.62,0.0
2021-22,Karnataka,Paddy,Cereals,94059.5,90231.61,6741.6,48.0,12260.35,215.84,13299.43,60.44,3507.46,17124.97,1693.26,2403.85,14883.1,175.34,2398.81
2021-22,Kerala,Paddy,Cereals,100909.98,99170.8,10706.35,36.23,11094.62,0.0,30952.77,18.86,0.0,17498.57,112.76,3811.98,7063.34,1342.48,2005.35
2021-22,Madhya Pradesh,Paddy,Cereals,63707.36,82575.25,5719.13,44.87,9741.58,102.26,8021.26,260.16,1848.08,9586.44,602.85,3083.04,3819.22,1935.88,2281.75
2021-22,Maharashtra,Paddy,Cereals,93348.86,46106.53,9544.12,20.55,14146.86,0.0,25126.2,481.69,6731.45,13186.95,2359.94,3759.54,8027.9,3018.13,1157.96
2021-22,Odisha,Paddy,Cereals,71291.08,57560.71,3666.67,40.48,17424.72,9.38,14341.58,347.67,2221.73,8635.98,299.23,1686.8,4982.57,2287.49,1025.77
2021-22,Punjab,Paddy,Cereals,101344.4,142119.52,276.36,69.8,5840.16,1623.82,9346.99,0.41,4.45,5858.09,5603.56,1754.93,4052.09,398.5,5841.37
2021-22,Tamil Nadu,Paddy,Cereals,88380.14,82636.07,5220.03,45.25,7128.28,57.98,14865.5,86.07,2.02,16308.25,1943.27,8224.8,7745.88,508.04,2164.72
2021-22,Telangana,Paddy,Cereals,113266.74,107654.99,5833.69,54.56,16645.57,332.27,17922.98,173.02,207.43,19347.56,2177.27,2701.58,8816.83,81.46,5248.23
2021-22,Uttar Pradesh,Paddy,Cereals,74657.27,57564.52,3649.78,36.15,11731.15,9.27,13588.16,0.0,13.81,8131.76,818.69,4841.66,4597.17,125.28,972.19
2021-22,West Bengal,Paddy,Cereals,74657.27,57564.52,3649.78,36.15,11731.15,9.27,13588.16,0.0,13.81,8131.76,818.69,4841.66,4597.17,125.28,972.19
2021-22,Andhra Pradesh,Maize,Cereals,102848.16,126196.81,113.54,71.9,6498.78,0.0,13905.81,332.7,723.42,10535.18,2302.27,8176.76,10851.62,8.52,5592.98
2021-22,Bihar,Maize,Cereals,64075.15,79757.36,8989.49,46.07,8092.52,0.0,10619.41,0.0,0.0,7829.02,140.56,4038.05,4916.45,296.69,7.81
2021-22,Gujarat,Maize,Cereals,66225.8,47389.25,14611.25,22.48,11955.49,213.38,14257.13,1933.11,884.6,7156.15,1013.69,4265.63,4847.4,1206.03,843.39
2021-22,Himachal Pradesh,Maize,Cereals,54150.95,33659.15,14886.23,19.32,22482.67,40.45,742.34,306.72,3220.23,5328.65,416.86,1904.8,988.49,3843.86,212.34
2021-22,Jharkhand,Maize,Cereals,67386.21,62109.38,8765.63,41.41,4413.39,0.0,15900.0,0.0,7194.86,5787.5,0.0,5000.0,4436.0,0.0,0.0
2021-22,Karnataka,Maize,Cereals,66073.68,62744.55,6053.52,35.46,9101.4,0.0,9668.16,1296.22,2427.24,8702.95,1712.28,4418.2,7373.75,178.89,836.53
2021-22,Madhya Pradesh,Maize,Cereals,50377.46,48452.84,11639.5,31.14,6193.77,31.99,7642.99,169.68,4599.68,7223.57,498.8,3812.01,3104.29,486.64,2236.46
2021-22,Maharashtra,Maize,Cereals,92343.15,100572.47,24008.42,57.0,9686.99,551.55,17487.44,1402.82,2398.9,11223.36,3227.95,5436.29,7424.42,1620.47,1701.57
2021-22,Odisha,Maize,Cereals,60669.35,42365.34,875.87,27.3,20912.64,47.69,6560.91,126.42,2615.75,4874.71,109.13,5224.04,4738.02,2228.49,891.62
2021-22,Punjab,Maize,Cereals,78072.34,66205.36,7366.46,37.51,11853.74,1295.16,9688.25,43.51,50.23,9609.12,5290.35,7995.84,4107.29,3181.54,2200.21
2021-22,Rajasthan,Maize,Cereals,63447.25,43312.95,14207.78,22.61,27492.3,261.96,3051.7,99.37,762.77,9597.4,834.68,3463.89,2094.27,1106.63,193.74
2021-22,Tamil Nadu,Maize,Cereals,82616.67,84778.37,4310.59,42.14,10750.54,20.32,17588.04,156.8,0.0,12319.46,1048.29,6985.9,6209.49,1843.55,2105.02
2021-22,Telangana,Maize,Cereals,96049.49,108381.28,848.98,53.97,14337.59,1003.33,12761.03,901.91,1528.33,10864.31,2179.19,6954.15,7692.18,0.0,3499.72
2021-22,Uttar Pradesh,Maize,Cereals,54392.83,46060.59,7289.1,27.08,7885.54,0.0,11264.31,0.0,0.0,8181.14,429.76,5617.0,3111.14,0.0,174.2
2021-22,Andhra Pradesh,Jowar,Cereals,98398.7,138414.72,2104.33,47.27,2456.21,0.0,22341.26,1237.84,0.0,10705.45,82.89,3177.77,6013.21,0.0,5686.69
2021-22,Karnataka,Jowar,Cereals,41914.11,30005.74,6368.99,11.08,8157.77,123.44,8452.81,1924.59,1536.07,4713.65,1183.66,769.87,2931.18,38.83,452.99
2021-22,Madhya Pradesh,Jowar,Cereals,40035.8,35500.05,14994.05,19.55,5042.1,0.0,11771.94,0.0,0.0,8216.59,968.2,2767.68,766.64,0.0,0.0
2021-22,Maharashtra,Jowar,Cereals,51536.95,30439.71,12573.95,10.76,7525.05,71.17,10743.88,1468.22,709.4,12730.5,578.02,1455.16,1582.41,26.55,14.87
2021-22,Rajasthan,Jowar,Cereals,51098.91,19920.1,14831.88,11.29,22695.01,0.0,4506.21,79.74,151.92,4424.37,2051.5,1524.99,1351.39,12.93,0.0
2021-22,Tamil Nadu,Jowar,Cereals,54918.32,39441.59,8317.17,11.72,9502.84,0.0,22232.31,0.0,0.0,5923.47,0.0,1081.25,1935.5,3595.92,168.77
2021-22,Gujarat,Bajra,Cereals,68296.5,57561.76,24786.46,27.73,13593.74,5.57,14359.8,608.33,119.68,7279.64,2264.19,2613.06,3851.58,720.48,176.76
2021-22,Haryana,Bajra,Cereals,43550.82,35007.03,4905.48,14.34,10517.55,0.0,5645.85,0.0,3.62,7171.51,1718.74,996.42,2432.95,3.13,177.12
2021-22,Maharashtra,Bajra,Cereals,72926.49,52842.41,7116.22,26.34,16117.57,874.23,13856.44,835.03,889.07,14150.56,2909.02,1312.83,3968.84,354.8,34.64
2021-22,Rajasthan,Bajra,Cereals,39544.05,17551.98,14300.52,10.86,15667.45,2.88,4738.66,0.0,9.43,6274.14,1205.03,1198.91,732.89,351.57,62.44
2021-22,Uttar Pradesh,Bajra,Cereals,43686.38,30863.52,9091.94,18.91,9964.46,0.0,8070.74,0.0,20.03,6620.34,366.1,1640.5,955.79,0.0,53.64
2021-22,Karnataka,Ragi,Cereals,65276.81,38580.07,7292.48,13.42,15446.72,0.0,15432.31,595.76,1820.96,9798.86,4222.41,885.31,3128.11,1055.05,0.0
2021-22,Odisha,Ragi,Cereals,41292.94,26509.91,95.3,8.7,21993.37,0.0,2626.07,312.12,3134.58,1854.44,98.86,422.8,1017.86,2125.42,0.0
2021-22,Bihar,Wheat,Cereals,61055.5,55758.81,14921.17,29.28,8097.5,313.06,7065.56,0.0,0.0,8458.58,99.13,4317.81,4735.58,345.87,100.39
2021-22,Chhattisgarh,Wheat,Cereals,43167.44,50662.61,1592.78,25.34,6113.21,0.0,1479.28,0.0,0.0,10282.23,885.23,3131.91,4066.75,0.0,101.75
2021-22,Gujarat,Wheat,Cereals,55176.43,73116.59,8684.49,32.54,7028.51,129.12,5729.01,196.2,147.64,7886.15,1979.45,4645.68,4028.88,389.11,589.84
2021-22,Haryana,Wheat,Cereals,72474.94,89197.11,17188.86,44.22,6480.57,215.88,2324.09,2.66,2.13,12179.59,2788.97,3273.42,4913.63,0.0,1677.93
2021-22,Himachal Pradesh,Wheat,Cereals,61293.38,44833.51,20248.18,21.54,15452.55,10.61,809.6,159.7,3058.15,8060.05,1135.42,2740.92,1688.95,4763.59,325.58
2021-22,Jharkhand,Wheat,Cereals,58577.82,47891.69,15830.9,26.09,10843.37,0.0,6897.2,0.0,3870.32,6975.93,181.38,4017.5,4518.68,574.2,0.0
2021-22,Karnataka,Wheat,Cereals,41457.7,26830.75,3394.86,10.87,9395.93,0.0,4583.71,246.99,235.95,6393.39,2406.65,3832.82,3859.26,0.0,294.39
2021-22,Madhya Pradesh,Wheat,Cereals,53491.77,72013.93,10021.3,40.75,7046.72,135.86,3572.53,28.43,509.12,9250.79,712.08,3579.26,3455.59,40.17,182.16
2021-22,Maharashtra,Wheat,Cereals,68920.47,65766.87,1559.95,26.33,9637.96,900.47,4826.21,327.55,1800.53,13094.52,873.73,5131.04,6515.67,999.75,849.02
2021-22,Punjab,Wheat,Cereals,69452.42,91300.6,8262.64,42.45,2991.96,654.69,1305.09,0.0,7.51,8934.35,4369.69,3078.25,5648.74,18.69,2465.03
2021-22,Rajasthan,Wheat,Cereals,80947.34,89977.52,21828.83,41.64,19926.43,176.93,5812.7,0.0,448.99,10344.15,1845.13,4734.29,3387.37,468.85,317.79
2021-22,Uttar Pradesh,Wheat,Cereals,75951.54,71700.56,20405.86,36.53,9792.99,7.43,6245.6,5.93,56.11,11926.84,855.48,4234.66,4868.23,35.23,197.03
2021-22,West Bengal,Wheat,Cereals,60397.75,40955.04,1726.49,21.0,11310.76,0.0,4175.28,74.85,99.04,13545.44,70.14,4839.32,7610.03,1160.16,199.73
